Year,Semester,World_region,Country,Administrative_Division,Disease,Serotype_Subtype_Genotype,Animal_Category,Species,Outbreak_id,New_outbreaks,Susceptible,Cases,Killed_and_disposed_of,Slaughtered,Deaths,Vaccinated
2006,Jan-Jun 2006,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,11,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"19,475",193,"98,941",0,"62,941",0
2006,Jan-Jun 2006,Africa,Nigeria,Benue,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Benue,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,600,-,-,-,594,-
2006,Jan-Jun 2006,Africa,Nigeria,Borno,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Borno,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,36,36,16,0,20,0
2006,Jan-Jun 2006,Africa,Nigeria,Federal Capital Territory,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Federal Capital Territory,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,629,-,-,-,202,-
2006,Jan-Jun 2006,Africa,Nigeria,Jigawa,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Jigawa,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,-,-,0,"9,026",0
2006,Jan-Jun 2006,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,18,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"123,073","42,528","15,740",0,"86,223",0
2006,Jan-Jun 2006,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,8,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"78,741","3,916","46,554",0,"3,911",0
2006,Jan-Jun 2006,Africa,Nigeria,Katsina,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,9,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Katsina,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"15,074",-,-,0,-,0
2006,Jan-Jun 2006,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,5,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"54,600",-,-,0,"2,981",0
2006,Jan-Jun 2006,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"25,414",-,"21,957",0,"3,457",0
2006,Jan-Jun 2006,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"270,000",-,-,0,"188,000",0
2006,Jan-Jun 2006,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,300,-,280,0,20,0
2006,Jan-Jun 2006,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,32,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"44,516","12,475","31,903",0,"11,212",0
2006,Jan-Jun 2006,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,1,1,0,0,1,0
2006,Jan-Jun 2006,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"1,200",-,-,-,700,0
2006,Jan-Jun 2006,Africa,Nigeria,Taraba,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Taraba,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,81,-,45,0,36,0
2006,Jan-Jun 2006,Africa,Nigeria,Yobe,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Yobe,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,6,-,-,-,0
2006,Jan-Jun 2006,Africa,South Africa,Western Cape Province,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,South Africa,Western Cape Province,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Domestic,Birds,-,-,-,8,50,0,8,0
2006,Jan-Jun 2006,Africa,Sudan,Eastern Equatoria (2005-2011),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,6,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Sudan,El Gazira (2005-2011),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,5,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Sudan,El Gazira (2005-2011),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"123,314","21,500","101,814",-,"21,500",-
2006,Jan-Jun 2006,Africa,Sudan,Khartoum (2005-2011),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,3,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Sudan,Khartoum (2005-2011),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"106,312","21,400",0,0,"21,400",0
2006,Jan-Jun 2006,Africa,Sudan,River Nile (2005-2011),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Sudan,River Nile (2005-2011),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"1,000",100,0,0,100,0
2006,Jan-Jun 2006,Asia,Afghanistan,Kabul,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,6,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Afghanistan,Kabul,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,12,0,0,10,0
2006,Jan-Jun 2006,Asia,Afghanistan,Kunar,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Afghanistan,Kunar,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,1,0,0,1,0
2006,Jan-Jun 2006,Asia,Afghanistan,Laghman,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Afghanistan,Laghman,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,6,0,0,4,0
2006,Jan-Jun 2006,Asia,Afghanistan,Nangarhar,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Afghanistan,Nangarhar,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,6,0,0,6,0
2006,Jan-Jun 2006,Asia,Afghanistan,Wardak,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Azerbaijan,Azerbaijan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,13,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Azerbaijan,Azerbaijan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"636,019","339,545","296,474",0,"339,545",0
2006,Jan-Jun 2006,Asia,Azerbaijan,Azerbaijan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,"20,560","20,560",0,0,"20,560",0
2006,Jan-Jun 2006,Asia,Cambodia,Kampot,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Cambodia,Kampot,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,247,76,171,0,76,0
2006,Jan-Jun 2006,Asia,Cambodia,Kg. Speu,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Cambodia,Kg. Speu,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,700,402,298,0,402,0
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Anhui,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Anhui,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,13,200,-,13,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Guizhou,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Guizhou,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"16,000","42,000",-,"16,000",-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Liaoning,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Liaoning,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,0,2,0,0,2,0
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Ningxia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Ningxia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"50,300","581,000",-,"6,743",-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Qinghai,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Qinghai,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,984,0,0,984,0
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Shanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Shanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"17,600","1,657,745",-,"17,400",-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Sichuan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Sichuan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"1,800","12,900",-,"1,800",-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Tibet,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Tibet,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,"1,581",0,0,"1,581",0
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Xinjiang,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,China (People's Rep. of),Xinjiang,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,200,437,-,200,-
2006,Jan-Jun 2006,Asia,Georgia,Adjara Autonomous Republic,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Georgia,Adjara Autonomous Republic,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,10,1,0,9,0
2006,Jan-Jun 2006,Asia,Hong Kong,Hong Kong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,17,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Hong Kong,Hong Kong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,2,0,0,2,-
2006,Jan-Jun 2006,Asia,Hong Kong,Hong Kong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,15,0,0,15,-
2006,Jan-Jun 2006,Asia,India,Gujarat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,India,Gujarat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,-,"91,886",0,-,0
2006,Jan-Jun 2006,Asia,India,Madhya Pradesh,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,India,Madhya Pradesh,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,-,"11,163",0,-,0
2006,Jan-Jun 2006,Asia,India,Maharashtra,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,5,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,India,Maharashtra,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,-,"1,264,370",0,-,0
2006,Jan-Jun 2006,Asia,Indonesia,Bali,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Bali,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,146,0,0,146,"861,976"
2006,Jan-Jun 2006,Asia,Indonesia,Banten,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Banten,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,5,0,0,5,0
2006,Jan-Jun 2006,Asia,Indonesia,Di Yogyakarta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,11,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Di Yogyakarta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"17,034","3,416",0,"17,034",0
2006,Jan-Jun 2006,Asia,Indonesia,Dki Jakarta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,7,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Dki Jakarta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,640,"3,850",0,640,"51,638"
2006,Jan-Jun 2006,Asia,Indonesia,Jambi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,19,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Jambi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"30,017",0,0,"30,017","159,471"
2006,Jan-Jun 2006,Asia,Indonesia,Jawa Barat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,14,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Jawa Barat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"68,834","10,147",0,"68,834",0
2006,Jan-Jun 2006,Asia,Indonesia,Jawa Tengah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,21,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Jawa Tengah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"707,867","53,496",0,"707,867",0
2006,Jan-Jun 2006,Asia,Indonesia,Jawa Timur,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,25,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Jawa Timur,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"84,390","2,150",0,"84,390","9,031,466"
2006,Jan-Jun 2006,Asia,Indonesia,Kepulauan Riau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Kepulauan Riau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"1,498",0,0,"1,498",0
2006,Jan-Jun 2006,Asia,Indonesia,Lampung,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,9,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Lampung,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,"15,320","49,316",0,"15,320","2,319,700"
2006,Jan-Jun 2006,Asia,Indonesia,Riau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,7,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Indonesia,Riau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,334,0,0,334,"83,081"
2006,Jan-Jun 2006,Asia,Iran,Gilan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Iran,Gilan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,"3,000",153,0,0,153,0
2006,Jan-Jun 2006,Asia,Iraq,Maysan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Iraq,Maysan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,980,2,978,0,2,0
2006,Jan-Jun 2006,Asia,Iraq,Sulaimaniya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Iraq,Sulaimaniya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"3,150",650,"2,500",0,650,0
2006,Jan-Jun 2006,Asia,Israel,Hadarom,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,3,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Israel,Hadarom,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"253,700","25,750","228,050",0,"25,650",0
2006,Jan-Jun 2006,Asia,Israel,West Bank,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Israel,West Bank,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"16,200",100,"16,100",0,100,0
2006,Jan-Jun 2006,Asia,Israel,Yerushalayim,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Israel,Yerushalayim,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"20,000",500,"19,500",0,500,0
2006,Jan-Jun 2006,Asia,Jordan,Al Ajlun,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Jordan,Al Ajlun,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"20,074",21,"1,950",0,20,"178,000"
2006,Jan-Jun 2006,Asia,Kazakhstan,Mangystauskaya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,3,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Kazakhstan,Mangystauskaya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,9,0,0,9,0
2006,Jan-Jun 2006,Asia,Malaysia,Malaysia,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,5,-,-,-,-,-,-
2006,Jan-Jun 2006,Asia,Malaysia,Malaysia,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,"1,599",55,"53,662",0,55,0
2006,Jan-Jun 2006,Asia,Mongolia,Bulgan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
